,caption,caption_list
19026,"RT @AngelOfCannabis: Hey guys, I took a little weed nap  hope you're having a good day so far #StonerFam #smokeweed #CannabisCommunity htt","['hey', 'guys', 'took', 'little', 'weed', 'nap', 'hope', ""'re"", 'good', 'day', 'far', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'htt']"
19035,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/60SYfXVQ6r,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']"
19044,RT @ganjapreneur: #NewJersey Gov. Phil Murphy (D) recently indicated that adult-use #cannabis sales could launch in the state within the ne,"['newjersey', 'gov', 'phil', 'murphy', 'recently', 'indicated', 'adult-use', 'cannabis', 'sales', 'could', 'launch', 'state', 'within']"
19054,"@TiloJung @Karl_Lauterbach Danke fr das Interview. 

Zu #Cannabis htte man gerne fragen drfen, warum die Strafve https://t.co/GWOKOiH78f","['danke', 'fr', 'interview', 'cannabis', 'htte', 'gerne', 'fragen', 'drfen', 'warum', 'strafve', 'https', '//t.co/gwokoih78f']"
19089,"RT @martinhoyes: https://t.co/1A6YwXDmPY are streamling offboarding whilst helping 
#hr, #legal &amp; #dei stay compliant with #regulations. LE","['https', '//t.co/1a6ywxdmpy', 'streamling', 'offboarding', 'whilst', 'helping', 'hr', 'legal', 'amp', 'stay', 'compliant', 'regulations']"
19152,"RT @martinhoyes: https://t.co/1A6YwXDmPY are streamling offboarding whilst helping 
#hr, #legal &amp; #dei stay compliant with #regulations. LE","['https', '//t.co/1a6ywxdmpy', 'streamling', 'offboarding', 'whilst', 'helping', 'hr', 'legal', 'amp', 'stay', 'compliant', 'regulations']"
19170,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
19171,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
19172,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
19173,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
19188,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/60SYfXVQ6r,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']"
19206,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
19207,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
19208,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
19209,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
19215,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
19216,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
19217,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
19218,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
19233,RT @MMPconnection: #cannabiscommunity #marijuana #cannabis NavayaLaunches Two Product Brands  Both Now Available at the SQDC in Retail an,"['cannabiscommunity', 'marijuana', 'cannabis', 'navayalaunches', 'two', 'product', 'brands', 'available', 'sqdc', 'retail']"
19242,"RT @LePro_1:  Make Art Not War! 

Crypto Cannabis Art Collection at @OpenSea 
1/1 hand-drawn illustrations of cannabis flowers 

#","['make', 'art', 'crypto', 'cannabis', 'art', 'collection', '1/1', 'hand-drawn', 'illustrations', 'cannabis', 'flowers']"
19243,"RT @LePro_1:  Make Art Not War! 

Crypto Cannabis Art Collection at @OpenSea 
1/1 hand-drawn illustrations of cannabis flowers 

#","['make', 'art', 'crypto', 'cannabis', 'art', 'collection', '1/1', 'hand-drawn', 'illustrations', 'cannabis', 'flowers']"
19260,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
19261,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
19262,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
19263,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
19278,"RT @ReyLotto: #LOTTOREY
25/02/2022
1:30 pm
Sorteo#: 5030
28 Zamuro 

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '1:30', 'pm', 'sorteo', '5030', '28', 'zamuro', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
